No.;PN Title;Content;Sector;Customer;Focus;Services;Technology;Application;Tools;Published;Presentation;Author;Name;Project;Modified By;Modified;Item Type;Path
184;Entwicklung eines Gross-Serienproduktes;FÅr den Heizung-, LÅftungs- und Klimabereich entwickelt ZÅhlke kompakte, gÅnstige Stellantriebe. Das Produkt wird vom Kunden als Modulsystem mit ansprechendem Design und guter QualitÑt auf den Markt gebracht.;Devices & Apparatus;neutral;Product Innovation;"Development;#_ Product innovation;#__ Product development;#__ Test Engineering";;;Stellantrieb;01.06.2002;;tw;pn_184_d_stellantriebe_HLK_zrh.pdf;1290A-10;Feer, Michael;02.09.2010 08:47;Item;services/bd/pn/Project Notes published
182;Technische Expertise fÅr eine Gleisbelegungs-Software;FÅr ein Bahnunternehmen wird die Gleisbelegungs-Software einer öberprÅfung unterzogen. Diese ermîglicht die Erkennung von Schwachstellen bei der Entwicklung und entdeckt das Verbesserungspotential.;Transportation & Logistics;SBB;Software Solutions;;;;neutrale Expertise;01.06.2002;;hop;pn_182_d_revera_zrh.pdf;3344A-09;Martin, Elisabeth;08.04.2009 12:07;Item;services/bd/pn/Project Notes published
180;Mobiles Internet Tablet;Unser Kunde entwickelt Hardware und CE Portierung fÅr ein tragbares GerÑt fÅr den mobilen Internetzugriff. Zur Optimierung der Herstellungskosten und der termingerechten Abwicklung findet er UnterstÅtzung bei ZÅhlke.;Telecommunications;neutral;Software Solutions;;;Mobile Computing;;01.06.2002;;hop;pn_180_d_mobile_tablet_zrh.pdf;3320A-09;Martin, Elisabeth;11.02.2008 09:35;Item;services/bd/pn/Project Notes published
179;Web-Applikation im Versicherungsumfeld;FÅr Broker und Kunden eines Versicherungsinstituts wird ein externer Web-Zugang geschaffen. Projektbegleitendes Coaching ermîglicht die schrittweise Ablîsung der vorhergehenden Software.;Insurance;Skandia;Software Solutions;;;;Entwicklungsprozess RUP;01.06.2002;;sph;pn_179_d_solar_eclipse_zrh.pdf;3323A-09;Martin, Elisabeth;07.03.2011 13:29;Item;services/bd/pn/Project Notes published
177;Neue Generation von digitalen Fotoent-wicklungsmaschinen;FÅr Maschinen zur Foto-Entwicklung wird die Entwicklungszeit durch den Einsatz eines UML basierten Design-Tools reduziert. Die gewonnene Zeit kann effizient in die Implementierung der FunktionalitÑt investiert werden.;Devices & Apparatus;Imaging Solutions;Software Solutions;"Development;#_ Software solutions;#__ Development support";Model-Based Design;;"Rhapsody;#Entw. Bedien- und Steuerungssoftware";01.06.2002;;edt (eg);pn_177_d_sw_photo_entwicklung_zrh.pdf;3262A-09;Feer, Michael;02.09.2010 08:46;Item;services/bd/pn/Project Notes published
176;Redesign der Software fÅr eine Zugbildungsanlage;Kennzeichnend fÅr die Realtime Umgebung sind eine Vielzahl nicht-funktioneller Anforderungen. Die BedÅrfnisse werden durch einen objektorientierten und ereignisgetriebenen Entwicklungsansatz (UML-RT) optimal abgedeckt.;Transportation & Logistics;Siemens;Software Solutions;;Real-Time and Embedded Software;;optimierung ERP;01.06.2002;;myp;pn_176_d_msr_32_zrh.pdf;5028A-09;Martin, Elisabeth;08.04.2009 12:07;Item;services/bd/pn/Project Notes published
175;Verwaltungsanwendung fÅr @rating Service VertrÑge;FÅr die Verwaltung von Service-VertrÑgen wird mit ZÅhlke eine Anwendung schnell und zielstrebig realisiert. Der Kunde profitiert von Know-how Transfer an sein Team und der Risikominimierung durch gute Planung.;Insurance;@Rating;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions";;;"BEAWebLogic;#Oracle;#RUP;#TogetherJ;#Windows;#Sicherstellung Realisierung der Anwendung";01.06.2002;;pa (Georg Molter);pn_175_d_service_vertraege_zrh.pdf;5034A-09;Feer, Michael;02.09.2010 08:46;Item;services/bd/pn/Project Notes published
174;EAI fÅr Telekommunikationsanbieter;ZÅhlke erstellt eine Studie Åber Enterprise Application Integration im Telekommunikationsbereich. Auf dieser Grundlage wird eine EAI-Architektur entwickelt, die auf der bestehenden Infrastruktur beim Kunden aufbaut.;Telecommunications;Swisscom;Software Solutions;;;;EAI;01.06.2002;;pa (ee);pn_174_d_integration_backbone_zrh.pdf;5000A-09;Martin, Elisabeth;11.02.2008 09:38;Item;services/bd/pn/Project Notes published
171;Entwicklung eines Intranetportals;FÅr das Intranetportal eines Unternehmens der Vermîgensberatung werden Interaktionsdesign und Informationskonzept entwickelt. Dabei wird auf interdisziplinÑre Projektarbeit mit Entwicklern, Fach- und Usability-Experten aufgebaut.;Banking & Financial services;DVAG;Software Solutions;;;;Software Ergonomie;01.06.2002;;pa (lau);pn_171_d_internetportal_zrh.pdf;5017A-09;Martin, Elisabeth;08.12.2009 14:13;Item;services/bd/pn/Project Notes published
170;Interaktionsdesign fÅr eine integrierte Verkaufshilfe;Der Verkaufsprozess wird durch eine Softwarelîsung besser unterstÅtzt. Bei zukÅnftigen ErgÑnzungen kînnen das durchgÑngige Interaktionsdesign und die hohe Gebrauchstauglichkeit beibehalten werden.;Insurance;Provinzial (WPV);Software Solutions;;;;Software Ergonomie;01.06.2002;;pa (lau);pn_170_d_interaktionsdesign_zrh.pdf;5012A-09;Martin, Elisabeth;11.02.2008 09:39;Item;services/bd/pn/Project Notes published
169;Studie e Community Plattform;"Die Community of ?Professional Players"" mîchte eine Plattform aufbauen. Umfassende Marktanalyse und Architekturempfehlung von verschiedenen ZÅhlke Domain Experten ermîglicht State of-the Art Ergebnisse.";Public Sector;FIFA;Software Solutions;;;;"J2EE;#BEA";01.06.2002;;pa (ee);pn_169_d_fifa_zrh.pdf;5019A-10;Martin, Elisabeth;11.02.2008 09:40;Item;services/bd/pn/Project Notes published
167;Finanzportal fÅr Relationship Manager;Der Einsatz eines gemeinsamen Entwicklungsprozesses (RUP) ermîglicht den beteiligten Entwicklungspartnern einen effizienten Zugang zur Projektplattform und garantiert somit VollstÑndigkeit und AktualitÑt.;Banking & Financial services;LGT / Informationobjects;Software Solutions;"Development;#_ Software solutions;#__ Development support";;;"BEAWebLogic;#RUP;#Requisite Pro; Rational ClearQuest; Rational Test Manager; Robot";01.06.2002;;pa (jep);pn_167_d_hermes_zrh.pdf;5019A-09;Feer, Michael;02.09.2010 08:45;Item;services/bd/pn/Project Notes published
166;Integrationsarchitektur fÅr eine Wertpapierhandels-abteilung;Dank einer universellen Integrationsarchitektur basierend auf J2EE erfÅllt diese neue Software die strikten Anforderungen einer Grossbank. Die zentralisierte Integrationsarchitektur hÑlt dabei die Anzahl der Schnittstellen minim.;Banking & Financial services;HypoVereinsbank;Software Solutions;;;;"BEAWebLogic;#J2EE;#XML;#Train/EAI";01.06.2002;;pa (ee);pn_166_d_eai_zrh.pdf;5024A-09;Martin, Elisabeth;11.02.2008 09:41;Item;services/bd/pn/Project Notes published
165;e Commerce: Verkaufsoptiemierung Åber Internet;Komplexe Informationen werden Åber Internet prÑsentieren. Durch die moderne Architektur werden die Verkaufsmitarbeiter unabhÑngig von ihrem Standort, und kînnen flexibler und schneller auf KundenwÅnsche reagieren.;Machinery & Plants;Alstom;Software Solutions;;;;"J2EE;#Windows;#XML;#e-Tender; BEA";01.06.2002;;pa (rol);pn_165_d_web_sales_turbines_zrh.pdf;3294A-09;Martin, Elisabeth;08.04.2009 11:48;Item;services/bd/pn/Project Notes published
163;Konzept und Spezifikation fÅr Postomat;Das neue Konzept vereinheitlicht die BedienerfÅhrung zwischen Bancomat und Postomat und erlaubt den raschen Geldbezug von CHF und EUR. Der Kunde profitiert von ZÅhlkes Erfahrung aus vorhergehenden Projekten.;Banking & Financial services;Postfinance;Software Solutions;Development;;;Spezifikation der neuen Postomat Generation;01.06.2002;;hop;pn_163_d_pm_zrh.pdf;;Feer, Michael;02.09.2010 08:44;Item;services/bd/pn/Project Notes published
162;Reeingineering einer Steuerungssoftware;Die neue Steuerungssoftware fÅr eine Fotoentwicklungsanlage garantiert hîhere FotoqualitÑt und Performance bei gleichzeitig verbesserter StabilitÑt und deutlich reduziertem Maschinenverschlei·.;Devices & Apparatus;Gretag;Software Solutions;;;Migration;Reengineering Steuerungssoftware ;01.06.2002;;sbs;pn_162_d_masterflex_zrh.pdf;;Martin, Elisabeth;08.04.2009 11:54;Item;services/bd/pn/Project Notes published
159;Intranet-basiertes Performance Managementsxstem;Businessprozesse sollen dank Online VerfÅgbarkeit der Kennzahlen effizienter werden und schnelle Entscheidungshilfen fÅr das Management bieten. Von der Kundenanfrage bis zum ersten Prototyp vergehen weniger als zwei Monate.;Transportation & Logistics;Swissair Group;Software Solutions;;;;Internetapplikation fÅr Management-Kennzahlen;01.06.2002;;mr;pn_159_d_pi_visuliazion_zrh.pdf;;Martin, Elisabeth;08.04.2009 12:07;Item;services/bd/pn/Project Notes published
158;Konzept und Spezifikation fÅr Bancomat;Dank der neuen Chipkarte geben Bankomaten unkompliziert verschiedene WÑhrungen an Kunden aus. So kînnen an einem GerÑt sowohl CHF als auch EUR bezogen werden. Dabei entspricht die Chipkarte auch der EMV-Norm.;Banking & Financial services;Europay;Software Solutions;;;;Spezifikation der neuen Bancomat Generation;01.06.2002;;hop;pn_158_d_bm5_zrh.pdf;;Martin, Elisabeth;11.02.2008 09:55;Item;services/bd/pn/Project Notes published
156;Bordrechner fÅr Easy Ride;Ein neuartiges, elektronisches Ticketsystem, welches jeden Fahrgast erfasst und monatlich abrechnet. Der Bordrechner in jedem Fahrzeug kontrolliert dabei sÑmtliche Fahrdaten der Passagiere.;Transportation & Logistics;HÑni-Prolectron AG;Software Solutions;;Real-Time and Embedded Software;;"Windows;#Erfassung der Fahrdaten der Passagiere";01.06.2002;;bos/cn;pn_156_d_easy_ride_zrh.pdf;;Martin, Elisabeth;08.04.2009 12:07;Item;services/bd/pn/Project Notes published
154;Flexible WAP-Applikation fÅr Servicetechniker;Der Servicetechniker kann mit seinem WAP-Handy AuftrÑge abrufen und jederzeit auf Servicedaten zugreifen. Die von ZÅhlke entwickelte Applikation auf XML Basis ist einfach zu bedienen und kann kostengÅnstig erweitert werden.;Devices & Apparatus;Schindler;Software Solutions;"Development;#_ Software solutions;#__ Bespoke Solutions";;;"ASP;#MS SQL;#SAP;#Windows;#WML;#XML;#XSL;#FieldLink Prototype";01.06.2002;;mba/cn;pn_154_d_wap4sap_zrh.pdf;;Feer, Michael;02.09.2010 08:44;Item;services/bd/pn/Project Notes published
151;Departure Control System mit GeschÑftsprozess-Layer;Eine Fluggesellschaft arbeitet mit einem Departure Control System, dessen Unterhalt und Weiterentwicklung teuer ist. ZÅhlke entwickelt eine flexible GeschÑftsprozessschicht mit modernem User Interface, die die Kosten reduziert.;Transportation & Logistics;British Airways;Software Solutions;;;;;20.08.2001;;pa;pn_151_d_geschseftsprozesslayer_zrh.pdf;;Martin, Elisabeth;08.04.2009 12:07;Item;services/bd/pn/Project Notes published
150;Integration von Front- und Backoffice Systemen;Modernste Technologien im Bereich Datenaustausch bilden die Basis der neuen Architektur. Durch Vereinheitlichung der Systemschnittstellen wird der Entwicklungs- und Wartungsaufwand zudem klein gehalten.;Banking & Financial services;DG Bank;Software Solutions;;;;"XML;#Front-/Backoffice-Systeme; BEA; Smart Clients";01.06.2002;;ff;pn_150_d_bank_tigra_zrh.pdf;;Martin, Elisabeth;11.02.2008 10:01;Item;services/bd/pn/Project Notes published
142;Web-Anbindung an SAP;Globales, effizientes und sicheres Reporting zwischen Tochtergesellschaften und LÑndervertretungen dank direktem Zugriff auf SAP-Systeme Åber das Internet. So ist die Lîsung weltweit abrufbar, wird aber zentral gewartet.;Devices & Apparatus;Schindler;Software Solutions;;;;DataMan;01.06.2002;;sph/hun;pn_142_d_web_client_sap_zrh.pdf;;Martin, Elisabeth;08.04.2009 11:54;Item;services/bd/pn/Project Notes published
140;Komponentenbasierte Plattform fÅr Leitsysteme;Zur Steuerung und Visualisierung von GeschÑftsprozessen wird eine Anwendung konzipiert, die eigenstÑndig kundenspezifische Fachmodule zusammenstellt. Dieses bietet dem Benutzer ein einheitliches Gesamtprodukt.;Machinery & Plants;Ammann;Software Solutions;;;;"Windows;#COM/DNA; Smart Clients";01.06.2002;;sph/hun;pn_140_d_fachmodule_zrh.pdf;;Martin, Elisabeth;08.04.2009 11:48;Item;services/bd/pn/Project Notes published
132;Profilgenerator fÅr Turbinenschaufel;Zur Reduktion der Entwicklungszeit von Dampfturbinen wird ein Softwarewerkzeug (Profilgenerator) in Java erstellt. Dank der interaktiven Werkzeuge kînnen Turbinenschaufeln jetzt in kÅrzerer Zeit besser dimensioniert werden.;Machinery & Plants;Alstom;Software Solutions;;;;STREAM;01.06.2002;;hm;pn_132_d_profilgenerator_zrh.pdf;3266A-10;Martin, Elisabeth;08.04.2009 11:48;Item;services/bd/pn/Project Notes published
127;Markt- und Patentanalyse;Nur durch eine aussagekrÑftige Segmentierung kînnen aus Marktdaten die richtigen SchlÅsse fÅr die EinfÅhrung neuer Produkte gezogen werden.;Medical & Laboratory Devices;Darby Group;"Product Innovation;#Management Consulting";Consulting;;Innovation Management;Innovations- und Technologiemanagement;01.06.2002;;rpm;pn_127_d_markt_patentanalyse_zrh.pdf;2104A-11;Feer, Michael;02.09.2010 08:43;Item;services/bd/pn/Project Notes published
123;Airline Bagagge Handling;Steigende Flugbewegungen und Passageierzahlen erfordern effiziente und flexible AblÑufe bei der GepÑckabfertigung. Um Synergien zu nutzen, werden Erfassung, Zwischenlagerung und automatisches Handling zusammmengefasst.;Transportation & Logistics;Swissport;Software Solutions;;;;Produktion;01.06.2002;;z;pn_123_d_baggage_handling_zrh.pdf;8313A-15;Martin, Elisabeth;08.04.2009 12:07;Item;services/bd/pn/Project Notes published
102;Mobiltelekommunikation Åber Satelliten;UnabhÑngige Projektleitung und Software Entwicklung mit modernen, objektorientierten Techniken bringen ein internationales Grossprojekt termingerecht zum Abschluss. ;Telecommunications;Ascom;"Software Solutions;#Management Consulting";;Real-Time and Embedded Software;;Projektmanagement;01.06.2002;;cd;pn_102_d_projektleitung_satelliten_mobilephone_zrh.pdf;3264B-11;Martin, Elisabeth;23.11.2009 13:17;Item;services/bd/pn/Project Notes published
100;Leittechnik in der Erdgasindustrie;Die Investition fÅr ein neues Leitsystem kann durch saubere AbklÑrung der BedÅrfnisse und dank einer langfristigen Strategie geschÅtzt werden. ;Energy & Water;Erdgas ZÅrich;"Software Solutions;#Management Consulting";;;;Produktion IT;01.06.2002;;weu;pn_100_d_leittechnik_erdgas_zrh.pdf;3260A10;Martin, Elisabeth;23.11.2009 13:17;Item;services/bd/pn/Project Notes published
85;International Program System;FÅr die Verwaltung von internationalen RahmenvertrÑgen entwickelt eine Versicherung ein Informationssystem. ZÅhlke unterstÅtzt das Kundenteam durch Know-how Transfer und Mitarbeit an Analyse, Design und Implementierung.;Insurance;ZÅrich Financial Services;Software Solutions;;;;SW-Architektur;01.06.2002;;hm;pn_085_d_versicherung_ips_zrh.pdf;3207A-12;Martin, Elisabeth;11.02.2008 10:09;Item;services/bd/pn/Project Notes published
80;Optimierte Fertigungsorganisation fÅr Uhren;QualitÑt der OberflÑchen und PrÑzision der umformtechnischen und mechanischen Bearbeitung zeichnen die GehÑuse von Luxusuhren aus. Eine gezielte Neugestaltung der Organisation ermîglicht die Senkung der Herstellkosten.;Machinery & Plants;Louis Lang;"Product Innovation;#Management Consulting";;;;Optimierung Organisation;01.06.2002;;rpm;pn_080_d_fertigungsprozesse_zrh.pdf;3185A-11;Martin, Elisabeth;23.11.2009 13:17;Item;services/bd/pn/Project Notes published
79;Wachstumssicherung durch Effizienzsteigerung;Eine tiefgreifende Restrukturierung von Fertigung, Logistik und Einkauf werden jÑhrlich CHF 2 Mio. eingespart.;Machinery & Plants;SIC/SAIT;"Product Innovation;#Management Consulting";;;;Organisationsentw.;01.06.2002;;rpm;pn_079_d_wachstumssicherung_zrh.pdf;3183A-12;Martin, Elisabeth;23.11.2009 13:17;Item;services/bd/pn/Project Notes published
77;Flexibilisierung und kÅrzere  Durchlaufzeit in der Fertigung;Ein Maschinenhersteller mîchte flexibler auf KundenwÅnsche reagieren und die Fertigungskosten senken. ZÅhlke entwickelt mit dem Kundenteam eine Lîsung, die der Kunde anschlie·end selbststÑndig anpassen kann. ;Devices & Apparatus;Bosch;"Product Innovation;#Management Consulting";"Consulting;#_ Product innovation";;Innovation Management;;21.08.2000;;rpm;pn_077_d_fertigung_flexibilitaet_zrh.pdf;;Feer, Michael;01.09.2010 15:32;Item;services/bd/pn/Project Notes published
63;Sensor/Aktor-Netzwerk fÅr Linearantrieb;FÅr einen Rollercoaster wird das Messprinzip entwickelt, um in Echtzeit die Position des Fahrzeugs zu bestimmen. Der Sensor ist oben an der Tragschiene befestigt und misst mit einer Genauigkeit von 1cm bei 100 km/h.;Measuring, Steering & Control;Intamin;Product Innovation;"Development;#_ Product innovation";Real-Time and Embedded Software;;Sensorik;01.06.2002;;av/ry;pn_063_d_sensor_linearantrieb_zrh.pdf;3033A-11;Feer, Michael;01.09.2010 15:28;Item;services/bd/pn/Project Notes published
60;KostengÅnstiges FernwirkgerÑt fÅr Heizungsanlagen;FÅr eine Heizungsfirma wird ein universelles Kommunikationsmodul entwickelt. Dieses dient zur Abfrage, Fernsteuerung und Stîrungsalarmierung von Heizungsanlagen Åber das îffentliche Telefonnetz.;Telecommunications;Viessman;Product Innovation;"Development;#_ Product innovation";;;GU-Auftrag A-Z;01.06.2002;;wer/fgt;pn_060_d_kommunikationsmodul_heizung_zrh.pdf;2115A-10;Feer, Michael;01.09.2010 15:28;Item;services/bd/pn/Project Notes published
58;AnalysegerÑt zur Auslesung von Biochips;Das AnalysegerÑt misst optisch eine Mikro-Matrix von bioaktiven Substanzen aus. Mikrooptische und mikrofluidische Baugruppen gewÑhrleisten den prÑzisen Nachweis von Antikîrpern in FlÅssigkeiten.;Pharma & Biotech;Novartis;Product Innovation;"Development;#_ Product innovation";;;Nachweis von Antikîrper;01.06.2002;;mst/pob;pn_058_d_analysegerÑt_biochips_zrh.pdf;2108B-11;Feer, Michael;01.09.2010 15:28;Item;services/bd/pn/Project Notes published
